source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[proteomics data acquisition method]	comment[sdrf version]	comment[sdrf template]
15xGly_c12_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	3	JM8996_tc_1042	proteomic profiling by mass spectrometry	1	JM8996_tc_1042.raw	10	TMTPro130c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c5_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	4	JM8996_tc_1042	proteomic profiling by mass spectrometry	1	JM8996_tc_1042.raw	10	TMTPro131n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c8_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	4	JM8996_tc_1042	proteomic profiling by mass spectrometry	1	JM8996_tc_1042.raw	10	TMTPro131c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c26_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	4	JM8996_tc_1042	proteomic profiling by mass spectrometry	1	JM8996_tc_1042.raw	10	TMTPro132n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c9_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	5	JM8996_tc_1042	proteomic profiling by mass spectrometry	1	JM8996_tc_1042.raw	10	TMTPro132c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c10_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	5	JM8996_tc_1042	proteomic profiling by mass spectrometry	1	JM8996_tc_1042.raw	10	TMTPro133n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c12_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	5	JM8996_tc_1042	proteomic profiling by mass spectrometry	1	JM8996_tc_1042.raw	10	TMTPro133c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c5_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	6	JM8996_tc_1042	proteomic profiling by mass spectrometry	1	JM8996_tc_1042.raw	10	TMTPro134n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c8_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	6	JM8996_tc_1042	proteomic profiling by mass spectrometry	1	JM8996_tc_1042.raw	10	TMTPro134c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c26_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	6	JM8996_tc_1042	proteomic profiling by mass spectrometry	1	JM8996_tc_1042.raw	10	TMTPro135	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c9_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	1	JM8997_tc_1042	proteomic profiling by mass spectrometry	1	JM8997_tc_1042.raw	11	TMTPro126	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c10_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	1	JM8997_tc_1042	proteomic profiling by mass spectrometry	1	JM8997_tc_1042.raw	11	TMTPro127n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c12_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	1	JM8997_tc_1042	proteomic profiling by mass spectrometry	1	JM8997_tc_1042.raw	11	TMTPro127c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c5_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	2	JM8997_tc_1042	proteomic profiling by mass spectrometry	1	JM8997_tc_1042.raw	11	TMTPro128n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c8_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	2	JM8997_tc_1042	proteomic profiling by mass spectrometry	1	JM8997_tc_1042.raw	11	TMTPro128c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c26_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	2	JM8997_tc_1042	proteomic profiling by mass spectrometry	1	JM8997_tc_1042.raw	11	TMTPro129n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c9_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	3	JM8997_tc_1042	proteomic profiling by mass spectrometry	1	JM8997_tc_1042.raw	11	TMTPro129c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c10_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	3	JM8997_tc_1042	proteomic profiling by mass spectrometry	1	JM8997_tc_1042.raw	11	TMTPro130n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c12_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	3	JM8997_tc_1042	proteomic profiling by mass spectrometry	1	JM8997_tc_1042.raw	11	TMTPro130c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c5_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	4	JM8997_tc_1042	proteomic profiling by mass spectrometry	1	JM8997_tc_1042.raw	11	TMTPro131n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c8_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	4	JM8997_tc_1042	proteomic profiling by mass spectrometry	1	JM8997_tc_1042.raw	11	TMTPro131c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c26_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	4	JM8997_tc_1042	proteomic profiling by mass spectrometry	1	JM8997_tc_1042.raw	11	TMTPro132n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c9_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	5	JM8997_tc_1042	proteomic profiling by mass spectrometry	1	JM8997_tc_1042.raw	11	TMTPro132c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c10_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	5	JM8997_tc_1042	proteomic profiling by mass spectrometry	1	JM8997_tc_1042.raw	11	TMTPro133n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c12_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	5	JM8997_tc_1042	proteomic profiling by mass spectrometry	1	JM8997_tc_1042.raw	11	TMTPro133c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c5_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	6	JM8997_tc_1042	proteomic profiling by mass spectrometry	1	JM8997_tc_1042.raw	11	TMTPro134n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c8_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	6	JM8997_tc_1042	proteomic profiling by mass spectrometry	1	JM8997_tc_1042.raw	11	TMTPro134c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c26_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	6	JM8997_tc_1042	proteomic profiling by mass spectrometry	1	JM8997_tc_1042.raw	11	TMTPro135	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c9_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	1	JM8998_tc_1042	proteomic profiling by mass spectrometry	1	JM8998_tc_1042.raw	12	TMTPro126	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c10_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	1	JM8998_tc_1042	proteomic profiling by mass spectrometry	1	JM8998_tc_1042.raw	12	TMTPro127n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c12_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	1	JM8998_tc_1042	proteomic profiling by mass spectrometry	1	JM8998_tc_1042.raw	12	TMTPro127c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c5_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	2	JM8998_tc_1042	proteomic profiling by mass spectrometry	1	JM8998_tc_1042.raw	12	TMTPro128n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c8_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	2	JM8998_tc_1042	proteomic profiling by mass spectrometry	1	JM8998_tc_1042.raw	12	TMTPro128c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c26_+DOX	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	2	JM8998_tc_1042	proteomic profiling by mass spectrometry	1	JM8998_tc_1042.raw	12	TMTPro129n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c9_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	3	JM8998_tc_1042	proteomic profiling by mass spectrometry	1	JM8998_tc_1042.raw	12	TMTPro129c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c10_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	3	JM8998_tc_1042	proteomic profiling by mass spectrometry	1	JM8998_tc_1042.raw	12	TMTPro130n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c12_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	3	JM8998_tc_1042	proteomic profiling by mass spectrometry	1	JM8998_tc_1042.raw	12	TMTPro130c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c5_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	4	JM8998_tc_1042	proteomic profiling by mass spectrometry	1	JM8998_tc_1042.raw	12	TMTPro131n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c8_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	4	JM8998_tc_1042	proteomic profiling by mass spectrometry	1	JM8998_tc_1042.raw	12	TMTPro131c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c26_-DOX_D7	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	4	JM8998_tc_1042	proteomic profiling by mass spectrometry	1	JM8998_tc_1042.raw	12	TMTPro132n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c9_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	5	JM8998_tc_1042	proteomic profiling by mass spectrometry	1	JM8998_tc_1042.raw	12	TMTPro132c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c10_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	5	JM8998_tc_1042	proteomic profiling by mass spectrometry	1	JM8998_tc_1042.raw	12	TMTPro133n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
15xGly_c12_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	5	JM8998_tc_1042	proteomic profiling by mass spectrometry	1	JM8998_tc_1042.raw	12	TMTPro133c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c5_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	6	JM8998_tc_1042	proteomic profiling by mass spectrometry	1	JM8998_tc_1042.raw	12	TMTPro134n	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c8_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	6	JM8998_tc_1042	proteomic profiling by mass spectrometry	1	JM8998_tc_1042.raw	12	TMTPro134c	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
99xGly_c26_-DOX_D14	Homo sapiens	embryonic kidney	immortalized	N/A	HEK293T	6	JM8998_tc_1042	proteomic profiling by mass spectrometry	1	JM8998_tc_1042.raw	12	TMTPro135	Trypsin	Orbitrap Fusion Lumos	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
