source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[cell line]	characteristics[cell type]	characteristics[disease]	assay name	technology type	comment[cleavage agent details]	comment[data file]	comment[fraction identifier]	comment[fragment mass tolerance]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[technical replicate]	comment[tool metadata]	comment[proteomics data acquisition method]	comment[sdrf version]	comment[sdrf template]
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	361	NB4	not applicable	Cancer	run361	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_asym_10.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	361	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	362	NB4	not applicable	Cancer	run362	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_asym_11.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	362	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	362	NB4	not applicable	Cancer	run362	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_asym_11.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	362	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	363	NB4	not applicable	Cancer	run363	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_asym_12.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	363	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	363	NB4	not applicable	Cancer	run363	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_asym_12.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	363	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	364	NB4	not applicable	Cancer	run364	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_asym_13.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	364	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	364	NB4	not applicable	Cancer	run364	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_asym_13.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	364	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	365	NB4	not applicable	Cancer	run365	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_asym_14.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	365	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	365	NB4	not applicable	Cancer	run365	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_asym_14.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	365	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	366	NB4	not applicable	Cancer	run366	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_Mono_01.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	366	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	366	NB4	not applicable	Cancer	run366	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_Mono_01.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	366	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	367	NB4	not applicable	Cancer	run367	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_Mono_02.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	367	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	367	NB4	not applicable	Cancer	run367	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_Mono_02.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	367	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	368	NB4	not applicable	Cancer	run368	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_Mono_03.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	368	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	368	NB4	not applicable	Cancer	run368	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_Mono_03.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	368	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	369	NB4	not applicable	Cancer	run369	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_Mono_04.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	369	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	369	NB4	not applicable	Cancer	run369	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_Mono_04.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	369	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	370	NB4	not applicable	Cancer	run370	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_Mono_0506.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	370	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	370	NB4	not applicable	Cancer	run370	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_Mono_0506.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	370	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	371	NB4	not applicable	Cancer	run371	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_Mono_07.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	371	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	371	NB4	not applicable	Cancer	run371	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_Mono_07.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	371	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	372	NB4	not applicable	Cancer	run372	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_Mono_08.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	372	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	372	NB4	not applicable	Cancer	run372	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_Mono_08.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	372	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	373	NB4	not applicable	Cancer	run373	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_Mono_09.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	373	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	373	NB4	not applicable	Cancer	run373	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_Mono_09.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	373	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	374	NB4	not applicable	Cancer	run374	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_Mono_10.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	374	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	374	NB4	not applicable	Cancer	run374	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_Mono_10.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	374	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	375	NB4	not applicable	Cancer	run375	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_Mono_11.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	375	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	375	NB4	not applicable	Cancer	run375	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_Mono_11.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	375	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	376	NB4	not applicable	Cancer	run376	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_Mono_12.raw	WCE	20ppm	Q Exactive	SILAC light	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl; AC=34; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl; AC=36; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl; AC=37; MT=Variable; PP=Anywhere; TA=K		20ppm	376	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
NB4_lysarginase_peptide_IP	Homo sapiens	Bone marrow	376	NB4	not applicable	Cancer	run376	proteomic profiling by mass spectrometry	LysArgiNase	HF170220_DM_SGC_hmSILAC_NB4_pepIP_fractionated_KRase_Mono_12.raw	WCE	20ppm	Q Exactive	SILAC heavy	NT=Carbamidomethyl; AC=4; MT=Fixed; PP=Anywhere; TA=C	NT=Oxidation; AC=35; MT=Variable; PP=Anywhere; TA=M	NT=Methyl:2H(3)13C(1); AC=329; MT=Variable; PP=Anywhere; TA=K,R	NT=Dimethyl:2H(6)13C(2); AC=330; MT=Variable; PP=Anywhere; TA=K,R	NT=Trimethyl:13C(3)2H(9); AC=1414; MT=Variable; PP=Anywhere; TA=K	NT=Label:13C(4); AC=1266; MT=Fixed; PP=Anywhere; TA=M	20ppm	376	lesSDRF v0.1.0	NT=data-dependent acquisition;AC=PRIDE:0000627	v1.1.0	NT=ms-proteomics;VV=v1.1.0
