source name	characteristics[organism]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cell type]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[sample type]	characteristics[biological replicate]	characteristics[genotype]	characteristics[depletion]	characteristics[sample description]	assay name	technology type	sample name	comment[platform]	comment[data file]	comment[derived data file]	comment[derived data file]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[sample preparation batch]	comment[lc batch]	comment[well]	comment[gel stain]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[dvl2 construct]	factor value[treatment]	factor value[bioid sample group]
MMW3060P1_Biosample_1	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 21 from DVL2 WT-BirA*, control, Biosample 1, Plate 1	MMW3060A21LC3_E3_MMW3060A21LC3-40-128988	proteomic profiling by mass spectrometry	MMW3060_P1_21	LC-MS/MS	MMW3060A21LC3_E3_MMW3060A21LC3-40-128988.raw	MMW3060A21LC3_E3_F097289.mgf	MMW3060A21LC3_E3_F097289.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	21	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	E3	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	control	Biosample 1
MMW3060P1_Biosample_1	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 22 from DVL2 WT-BirA*, control, Biosample 1, Plate 1	MMW3060A22LC3_F3_MMW3060A22LC3-40-128989	proteomic profiling by mass spectrometry	MMW3060_P1_22	LC-MS/MS	MMW3060A22LC3_F3_MMW3060A22LC3-40-128989.raw	MMW3060A22LC3_F3_F097293.mgf	MMW3060A22LC3_F3_F097293.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	22	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	F3	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	control	Biosample 1
MMW3060P1_Biosample_1	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 23 from DVL2 WT-BirA*, control, Biosample 1, Plate 1	MMW3060A23LC3_G3_MMW3060A23LC3-40-128990	proteomic profiling by mass spectrometry	MMW3060_P1_23	LC-MS/MS	MMW3060A23LC3_G3_MMW3060A23LC3-40-128990.raw	MMW3060A23LC3_G3_F097296.mgf	MMW3060A23LC3_G3_F097296.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	23	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	G3	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	control	Biosample 1
MMW3060P1_Biosample_1	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 24 from DVL2 WT-BirA*, control, Biosample 1, Plate 1	MMW3060A24LC3_H3_MMW3060A24LC3-40-128991	proteomic profiling by mass spectrometry	MMW3060_P1_24	LC-MS/MS	MMW3060A24LC3_H3_MMW3060A24LC3-40-128991.raw	MMW3060A24LC3_H3_F097301.mgf	MMW3060A24LC3_H3_F097301.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	24	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	H3	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	control	Biosample 1
MMW3060P1_Biosample_1	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 25 from DVL2 WT-BirA*, control, Biosample 1, Plate 1	MMW3060A25LC3_A4_MMW3060A25LC3-40-128992	proteomic profiling by mass spectrometry	MMW3060_P1_25	LC-MS/MS	MMW3060A25LC3_A4_MMW3060A25LC3-40-128992.raw	MMW3060A25LC3_A4_F097305.mgf	MMW3060A25LC3_A4_F097305.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	25	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	A4	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	control	Biosample 1
MMW3060P1_Biosample_1	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 26 from DVL2 WT-BirA*, control, Biosample 1, Plate 1	MMW3060A26LC3_B4_MMW3060A26LC3-40-128993	proteomic profiling by mass spectrometry	MMW3060_P1_26	LC-MS/MS	MMW3060A26LC3_B4_MMW3060A26LC3-40-128993.raw	MMW3060A26LC3_B4_F097308.mgf	MMW3060A26LC3_B4_F097308.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	26	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	B4	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	control	Biosample 1
MMW3060P1_Biosample_1	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 27 from DVL2 WT-BirA*, control, Biosample 1, Plate 1	MMW3060A27LC3_C4_MMW3060A27LC3-40-128994	proteomic profiling by mass spectrometry	MMW3060_P1_27	LC-MS/MS	MMW3060A27LC3_C4_MMW3060A27LC3-40-128994.raw	MMW3060A27LC3_C4_F097311.mgf	MMW3060A27LC3_C4_F097311.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	27	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	C4	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	control	Biosample 1
MMW3060P1_Biosample_1	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 28 from DVL2 WT-BirA*, control, Biosample 1, Plate 1	MMW3060A28LC3_D4_MMW3060A28LC3-40-128995	proteomic profiling by mass spectrometry	MMW3060_P1_28	LC-MS/MS	MMW3060A28LC3_D4_MMW3060A28LC3-40-128995.raw	MMW3060A28LC3_D4_F097315.mgf	MMW3060A28LC3_D4_F097315.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	28	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	D4	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	control	Biosample 1
MMW3060P1_Biosample_1	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 29 from DVL2 WT-BirA*, control, Biosample 1, Plate 1	MMW3060A29LC3_E4_MMW3060A29LC3-40-128996	proteomic profiling by mass spectrometry	MMW3060_P1_29	LC-MS/MS	MMW3060A29LC3_E4_MMW3060A29LC3-40-128996.raw	MMW3060A29LC3_E4_F097318.mgf	MMW3060A29LC3_E4_F097318.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	29	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	E4	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	control	Biosample 1
MMW3060P1_Biosample_1	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 30 from DVL2 WT-BirA*, control, Biosample 1, Plate 1	MMW3060A30LC3_F4_MMW3060A30LC3-40-128998	proteomic profiling by mass spectrometry	MMW3060_P1_30	LC-MS/MS	MMW3060A30LC3_F4_MMW3060A30LC3-40-128998.raw	MMW3060A30LC3_F4_F097321.mgf	MMW3060A30LC3_F4_F097321.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	30	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	F4	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	control	Biosample 1
MMW3060P1_Biosample_1	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 31 from DVL2 WT-BirA*, control, Biosample 1, Plate 1	MMW3060A31LC3_G4_MMW3060A31LC3-40-128999	proteomic profiling by mass spectrometry	MMW3060_P1_31	LC-MS/MS	MMW3060A31LC3_G4_MMW3060A31LC3-40-128999.raw	MMW3060A31LC3_G4_F097323.mgf	MMW3060A31LC3_G4_F097323.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	31	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	G4	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	control	Biosample 1
MMW3060P1_Biosample_1	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 32 from DVL2 WT-BirA*, control, Biosample 1, Plate 1	MMW3060A32LC3_H4_MMW3060A32LC3-40-129000	proteomic profiling by mass spectrometry	MMW3060_P1_32	LC-MS/MS	MMW3060A32LC3_H4_MMW3060A32LC3-40-129000.raw	MMW3060A32LC3_H4_F097326.mgf	MMW3060A32LC3_H4_F097326.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	32	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	H4	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	control	Biosample 1
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 1 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A33LC3_A5_MMW3060A33LC3-40-129101	proteomic profiling by mass spectrometry	MMW3060_P1_33	LC-MS/MS	MMW3060A33LC3_A5_MMW3060A33LC3-40-129101.raw	MMW3060A33LC3_A5_F097328.mgf	MMW3060A33LC3_A5_F097328.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	1	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	A5	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 2 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A34LC3_B5_MMW3060A34LC3-40-129102	proteomic profiling by mass spectrometry	MMW3060_P1_34	LC-MS/MS	MMW3060A34LC3_B5_MMW3060A34LC3-40-129102.raw	MMW3060A34LC3_B5_F097332.mgf	MMW3060A34LC3_B5_F097332.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	2	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	B5	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 3 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A35LC3_C5_MMW3060A35LC3-40-129103	proteomic profiling by mass spectrometry	MMW3060_P1_35	LC-MS/MS	MMW3060A35LC3_C5_MMW3060A35LC3-40-129103.raw	MMW3060A35LC3_C5_F097334.mgf	MMW3060A35LC3_C5_F097334.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	3	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	C5	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 4 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A36LC3_D5_MMW3060A36LC3-40-129104	proteomic profiling by mass spectrometry	MMW3060_P1_36	LC-MS/MS	MMW3060A36LC3_D5_MMW3060A36LC3-40-129104.raw	MMW3060A36LC3_D5_F097336.mgf	MMW3060A36LC3_D5_F097336.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	4	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	D5	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 5 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A37LC3_E5_MMW3060A37LC3-40-129105	proteomic profiling by mass spectrometry	MMW3060_P1_37	LC-MS/MS	MMW3060A37LC3_E5_MMW3060A37LC3-40-129105.raw	MMW3060A37LC3_E5_F097338.mgf	MMW3060A37LC3_E5_F097338.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	5	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	E5	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 6 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A38LC3_F5_MMW3060A38LC3-40-129106	proteomic profiling by mass spectrometry	MMW3060_P1_38	LC-MS/MS	MMW3060A38LC3_F5_MMW3060A38LC3-40-129106.raw	MMW3060A38LC3_F5_F097341.mgf	MMW3060A38LC3_F5_F097341.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	6	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	F5	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 7 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A39LC3_G5_MMW3060A39LC3-40-129107	proteomic profiling by mass spectrometry	MMW3060_P1_39	LC-MS/MS	MMW3060A39LC3_G5_MMW3060A39LC3-40-129107.raw	MMW3060A39LC3_G5_F097343.mgf	MMW3060A39LC3_G5_F097343.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	7	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	G5	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 8 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A40LC3_H5_MMW3060A40LC3-40-129109	proteomic profiling by mass spectrometry	MMW3060_P1_40	LC-MS/MS	MMW3060A40LC3_H5_MMW3060A40LC3-40-129109.raw	MMW3060A40LC3_H5_F097345.mgf	MMW3060A40LC3_H5_F097345.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	8	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	H5	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 9 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A41LC3_A6_MMW3060A41LC3-40-129110	proteomic profiling by mass spectrometry	MMW3060_P1_41	LC-MS/MS	MMW3060A41LC3_A6_MMW3060A41LC3-40-129110.raw	MMW3060A41LC3_A6_F097347.mgf	MMW3060A41LC3_A6_F097347.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	9	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	A6	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 10 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A42LC3_B6_MMW3060A42LC3-40-129111	proteomic profiling by mass spectrometry	MMW3060_P1_42	LC-MS/MS	MMW3060A42LC3_B6_MMW3060A42LC3-40-129111.raw	MMW3060A42LC3_B6_F097349.mgf	MMW3060A42LC3_B6_F097349.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	10	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	B6	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 11 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A43LC3_C6_MMW3060A43LC3-40-129112	proteomic profiling by mass spectrometry	MMW3060_P1_43	LC-MS/MS	MMW3060A43LC3_C6_MMW3060A43LC3-40-129112.raw	MMW3060A43LC3_C6_F097351.mgf	MMW3060A43LC3_C6_F097351.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	11	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	C6	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 12 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A44LC3_D6_MMW3060A44LC3-40-129113	proteomic profiling by mass spectrometry	MMW3060_P1_44	LC-MS/MS	MMW3060A44LC3_D6_MMW3060A44LC3-40-129113.raw	MMW3060A44LC3_D6_F097353.mgf	MMW3060A44LC3_D6_F097353.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	12	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	D6	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 13 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A45LC3_E6_MMW3060A45LC3-40-129114	proteomic profiling by mass spectrometry	MMW3060_P1_45	LC-MS/MS	MMW3060A45LC3_E6_MMW3060A45LC3-40-129114.raw	MMW3060A45LC3_E6_F097355.mgf	MMW3060A45LC3_E6_F097355.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	13	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	E6	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
