source name	characteristics[organism]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cell type]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[sample type]	characteristics[biological replicate]	characteristics[genotype]	characteristics[depletion]	characteristics[sample description]	assay name	technology type	sample name	comment[platform]	comment[data file]	comment[derived data file]	comment[derived data file]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[sample preparation batch]	comment[lc batch]	comment[well]	comment[gel stain]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[dvl2 construct]	factor value[treatment]	factor value[bioid sample group]
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 14 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A46LC3_F6_MMW3060A46LC3-40-129115	proteomic profiling by mass spectrometry	MMW3060_P1_46	LC-MS/MS	MMW3060A46LC3_F6_MMW3060A46LC3-40-129115.raw	MMW3060A46LC3_F6_F097357.mgf	MMW3060A46LC3_F6_F097357.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	14	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	F6	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 15 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A47LC3_G6_MMW3060A47LC3-40-129116	proteomic profiling by mass spectrometry	MMW3060_P1_47	LC-MS/MS	MMW3060A47LC3_G6_MMW3060A47LC3-40-129116.raw	MMW3060A47LC3_G6_F097359.mgf	MMW3060A47LC3_G6_F097359.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	15	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	G6	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 16 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A48LC3_H6_MMW3060A48LC3-40-129117	proteomic profiling by mass spectrometry	MMW3060_P1_48	LC-MS/MS	MMW3060A48LC3_H6_MMW3060A48LC3-40-129117.raw	MMW3060A48LC3_H6_F097361.mgf	MMW3060A48LC3_H6_F097361.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	16	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	H6	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 17 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A49LC3_A7_MMW3060A49LC3-40-129118	proteomic profiling by mass spectrometry	MMW3060_P1_49	LC-MS/MS	MMW3060A49LC3_A7_MMW3060A49LC3-40-129118.raw	MMW3060A49LC3_A7_F097363.mgf	MMW3060A49LC3_A7_F097363.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	17	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	A7	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 18 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A50LC3_B7_MMW3060A50LC3-40-129120	proteomic profiling by mass spectrometry	MMW3060_P1_50	LC-MS/MS	MMW3060A50LC3_B7_MMW3060A50LC3-40-129120.raw	MMW3060A50LC3_B7_F097365.mgf	MMW3060A50LC3_B7_F097365.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	18	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	B7	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 19 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A51LC3_C7_MMW3060A51LC3-40-129121	proteomic profiling by mass spectrometry	MMW3060_P1_51	LC-MS/MS	MMW3060A51LC3_C7_MMW3060A51LC3-40-129121.raw	MMW3060A51LC3_C7_F097367.mgf	MMW3060A51LC3_C7_F097367.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	19	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	C7	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 20 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A52LC3_D7_MMW3060A52LC3-40-129122	proteomic profiling by mass spectrometry	MMW3060_P1_52	LC-MS/MS	MMW3060A52LC3_D7_MMW3060A52LC3-40-129122.raw	MMW3060A52LC3_D7_F097369.mgf	MMW3060A52LC3_D7_F097369.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	20	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	D7	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 21 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A53LC3_E7_MMW3060A53LC3-40-129123	proteomic profiling by mass spectrometry	MMW3060_P1_53	LC-MS/MS	MMW3060A53LC3_E7_MMW3060A53LC3-40-129123.raw	MMW3060A53LC3_E7_F097371.mgf	MMW3060A53LC3_E7_F097371.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	21	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	E7	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 22 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A54LC3_F7_MMW3060A54LC3-40-129124	proteomic profiling by mass spectrometry	MMW3060_P1_54	LC-MS/MS	MMW3060A54LC3_F7_MMW3060A54LC3-40-129124.raw	MMW3060A54LC3_F7_F097373.mgf	MMW3060A54LC3_F7_F097373.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	22	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	F7	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 23 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A55LC3_G7_MMW3060A55LC3-40-129125	proteomic profiling by mass spectrometry	MMW3060_P1_55	LC-MS/MS	MMW3060A55LC3_G7_MMW3060A55LC3-40-129125.raw	MMW3060A55LC3_G7_F097375.mgf	MMW3060A55LC3_G7_F097375.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	23	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	G7	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 24 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A56LC3_H7_MMW3060A56LC3-40-129126	proteomic profiling by mass spectrometry	MMW3060_P1_56	LC-MS/MS	MMW3060A56LC3_H7_MMW3060A56LC3-40-129126.raw	MMW3060A56LC3_H7_F097377.mgf	MMW3060A56LC3_H7_F097377.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	24	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	H7	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 25 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A57LC3_A8_MMW3060A57LC3-40-129127	proteomic profiling by mass spectrometry	MMW3060_P1_57	LC-MS/MS	MMW3060A57LC3_A8_MMW3060A57LC3-40-129127.raw	MMW3060A57LC3_A8_F097379.mgf	MMW3060A57LC3_A8_F097379.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	25	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	A8	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 26 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A58LC3_B8_MMW3060A58LC3-40-129128	proteomic profiling by mass spectrometry	MMW3060_P1_58	LC-MS/MS	MMW3060A58LC3_B8_MMW3060A58LC3-40-129128.raw	MMW3060A58LC3_B8_F097381.mgf	MMW3060A58LC3_B8_F097381.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	26	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	B8	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 27 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A59LC3_C8_MMW3060A59LC3-40-129129	proteomic profiling by mass spectrometry	MMW3060_P1_59	LC-MS/MS	MMW3060A59LC3_C8_MMW3060A59LC3-40-129129.raw	MMW3060A59LC3_C8_F097383.mgf	MMW3060A59LC3_C8_F097383.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	27	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	C8	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 28 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A60LC3_D8_MMW3060A60LC3-40-129131	proteomic profiling by mass spectrometry	MMW3060_P1_60	LC-MS/MS	MMW3060A60LC3_D8_MMW3060A60LC3-40-129131.raw	MMW3060A60LC3_D8_F097386.mgf	MMW3060A60LC3_D8_F097386.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	28	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	D8	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 29 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A61LC3_E8_MMW3060A61LC3-40-129132	proteomic profiling by mass spectrometry	MMW3060_P1_61	LC-MS/MS	MMW3060A61LC3_E8_MMW3060A61LC3-40-129132.raw	MMW3060A61LC3_E8_F097387.mgf	MMW3060A61LC3_E8_F097387.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	29	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	E8	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 30 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A62LC3_F8_MMW3060A62LC3-40-129133	proteomic profiling by mass spectrometry	MMW3060_P1_62	LC-MS/MS	MMW3060A62LC3_F8_MMW3060A62LC3-40-129133.raw	MMW3060A62LC3_F8_F097389.mgf	MMW3060A62LC3_F8_F097389.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	30	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	F8	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 31 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A63LC3_G8_MMW3060A63LC3-40-129134	proteomic profiling by mass spectrometry	MMW3060_P1_63	LC-MS/MS	MMW3060A63LC3_G8_MMW3060A63LC3-40-129134.raw	MMW3060A63LC3_G8_F097392.mgf	MMW3060A63LC3_G8_F097392.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	31	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	G8	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_2	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 WT-BirA*	no depletion	BioID streptavidin-enriched gel fraction 32 from DVL2 WT-BirA*, Wnt3a treated, Biosample 2, Plate 1	MMW3060A64LC3_H8_MMW3060A64LC3-40-129135	proteomic profiling by mass spectrometry	MMW3060_P1_64	LC-MS/MS	MMW3060A64LC3_H8_MMW3060A64LC3-40-129135.raw	MMW3060A64LC3_H8_F097394.mgf	MMW3060A64LC3_H8_F097394.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	32	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	H8	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 WT-BirA*	Wnt3a treated	Biosample 2
MMW3060P1_Biosample_3	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 ΔPDZ-BirA*	no depletion	BioID streptavidin-enriched gel fraction 1 from DVL2 ΔPDZ-BirA*, Wnt5a treated, Biosample 3, Plate 1	MMW3060A65LC3_A9_MMW3060A65LC3-40-129136	proteomic profiling by mass spectrometry	MMW3060_P1_65	LC-MS/MS	MMW3060A65LC3_A9_MMW3060A65LC3-40-129136.raw	MMW3060A65LC3_A9_F097399.mgf	MMW3060A65LC3_A9_F097399.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	1	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	A9	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 ΔPDZ-BirA*	Wnt5a treated	Biosample 3
MMW3060P1_Biosample_3	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 ΔPDZ-BirA*	no depletion	BioID streptavidin-enriched gel fraction 2 from DVL2 ΔPDZ-BirA*, Wnt5a treated, Biosample 3, Plate 1	MMW3060A66LC3_B9_MMW3060A66LC3-40-129137	proteomic profiling by mass spectrometry	MMW3060_P1_66	LC-MS/MS	MMW3060A66LC3_B9_MMW3060A66LC3-40-129137.raw	MMW3060A66LC3_B9_F097402.mgf	MMW3060A66LC3_B9_F097402.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	2	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	B9	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 ΔPDZ-BirA*	Wnt5a treated	Biosample 3
MMW3060P1_Biosample_3	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 ΔPDZ-BirA*	no depletion	BioID streptavidin-enriched gel fraction 3 from DVL2 ΔPDZ-BirA*, Wnt5a treated, Biosample 3, Plate 1	MMW3060A67LC3_C9_MMW3060A67LC3-40-129138	proteomic profiling by mass spectrometry	MMW3060_P1_67	LC-MS/MS	MMW3060A67LC3_C9_MMW3060A67LC3-40-129138.raw	MMW3060A67LC3_C9_F097404.mgf	MMW3060A67LC3_C9_F097404.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	3	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	C9	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 ΔPDZ-BirA*	Wnt5a treated	Biosample 3
MMW3060P1_Biosample_3	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 ΔPDZ-BirA*	no depletion	BioID streptavidin-enriched gel fraction 4 from DVL2 ΔPDZ-BirA*, Wnt5a treated, Biosample 3, Plate 1	MMW3060A68LC3_D9_MMW3060A68LC3-40-129139	proteomic profiling by mass spectrometry	MMW3060_P1_68	LC-MS/MS	MMW3060A68LC3_D9_MMW3060A68LC3-40-129139.raw	MMW3060A68LC3_D9_F097407.mgf	MMW3060A68LC3_D9_F097407.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	4	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	D9	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 ΔPDZ-BirA*	Wnt5a treated	Biosample 3
MMW3060P1_Biosample_3	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 ΔPDZ-BirA*	no depletion	BioID streptavidin-enriched gel fraction 5 from DVL2 ΔPDZ-BirA*, Wnt5a treated, Biosample 3, Plate 1	MMW3060A69LC3_E9_MMW3060A69LC3-40-129140	proteomic profiling by mass spectrometry	MMW3060_P1_69	LC-MS/MS	MMW3060A69LC3_E9_MMW3060A69LC3-40-129140.raw	MMW3060A69LC3_E9_F097410.mgf	MMW3060A69LC3_E9_F097410.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	5	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	E9	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 ΔPDZ-BirA*	Wnt5a treated	Biosample 3
MMW3060P1_Biosample_3	Homo sapiens	HEK293 Flp-In T-REx	CVCL_U427	embryonic kidney cell	kidney	normal	not available	female	study sample	1	stable expression of DVL2 ΔPDZ-BirA*	no depletion	BioID streptavidin-enriched gel fraction 6 from DVL2 ΔPDZ-BirA*, Wnt5a treated, Biosample 3, Plate 1	MMW3060A70LC3_F9_MMW3060A70LC3-40-129142	proteomic profiling by mass spectrometry	MMW3060_P1_70	LC-MS/MS	MMW3060A70LC3_F9_MMW3060A70LC3-40-129142.raw	MMW3060A70LC3_F9_F097413.mgf	MMW3060A70LC3_F9_F097413.mzid	data-dependent acquisition	LTQ Orbitrap Velos	NT=Trypsin;AC=MS:1001251	label free sample	6	1	not available	gel electrophoresis	5 ppm	0.4 Da	not available	not available	NT=Phospho;MT=Variable;TA=S,T,Y;AC=Unimod:21	ion trap	plate 1	not available	F9	Imperial Protein Stain	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	DVL2 ΔPDZ-BirA*	Wnt5a treated	Biosample 3
