source name	characteristics[organism]	characteristics[disease]	characteristics[organism part]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[sex]	characteristics[time]	characteristics[treatment]	characteristics[cell type]	assay name	technology type	comment[fraction identifier]	comment[label]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[data file]	comment[technical replicate]	comment[sdrf version]	comment[sdrf template]
sample_7	salvelinus alpinus	normal	liver	juvenile	3	female	2 day	cyclic hypoxia	not available	run_F2	proteomic profiling by mass spectrometry	2	TMT129C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F02.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_7	salvelinus alpinus	normal	liver	juvenile	3	female	2 day	cyclic hypoxia	not available	run_F3	proteomic profiling by mass spectrometry	3	TMT129C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F03.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_7	salvelinus alpinus	normal	liver	juvenile	3	female	2 day	cyclic hypoxia	not available	run_F4	proteomic profiling by mass spectrometry	4	TMT129C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F04.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_7	salvelinus alpinus	normal	liver	juvenile	3	female	2 day	cyclic hypoxia	not available	run_F5	proteomic profiling by mass spectrometry	5	TMT129C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F05.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_7	salvelinus alpinus	normal	liver	juvenile	3	female	2 day	cyclic hypoxia	not available	run_F6	proteomic profiling by mass spectrometry	6	TMT129C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F06.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_7	salvelinus alpinus	normal	liver	juvenile	3	female	2 day	cyclic hypoxia	not available	run_F7	proteomic profiling by mass spectrometry	7	TMT129C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F07.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_7	salvelinus alpinus	normal	liver	juvenile	3	female	2 day	cyclic hypoxia	not available	run_F8	proteomic profiling by mass spectrometry	8	TMT129C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F08.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_7	salvelinus alpinus	normal	liver	juvenile	3	female	2 day	cyclic hypoxia	not available	run_F9	proteomic profiling by mass spectrometry	9	TMT129C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F09.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_7	salvelinus alpinus	normal	liver	juvenile	3	female	2 day	cyclic hypoxia	not available	run_F10	proteomic profiling by mass spectrometry	10	TMT129C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F10.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_7	salvelinus alpinus	normal	liver	juvenile	3	female	2 day	cyclic hypoxia	not available	run_F11	proteomic profiling by mass spectrometry	11	TMT129C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F11.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
