source name	characteristics[organism]	characteristics[disease]	characteristics[organism part]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[sex]	characteristics[time]	characteristics[treatment]	characteristics[cell type]	assay name	technology type	comment[fraction identifier]	comment[label]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[data file]	comment[technical replicate]	comment[sdrf version]	comment[sdrf template]
sample_10	salvelinus alpinus	normal	liver	juvenile	2	female	15 day	normoxia	not available	run_F12	proteomic profiling by mass spectrometry	12	TMT131N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F12.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_10	salvelinus alpinus	normal	liver	juvenile	2	female	15 day	normoxia	not available	run_F13	proteomic profiling by mass spectrometry	13	TMT131N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F13.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_10	salvelinus alpinus	normal	liver	juvenile	2	female	15 day	normoxia	not available	run_F14	proteomic profiling by mass spectrometry	14	TMT131N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F14.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_10	salvelinus alpinus	normal	liver	juvenile	2	female	15 day	normoxia	not available	run_F15	proteomic profiling by mass spectrometry	15	TMT131N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F15.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_10	salvelinus alpinus	normal	liver	juvenile	2	female	15 day	normoxia	not available	run_F16	proteomic profiling by mass spectrometry	16	TMT131N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F16.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_10	salvelinus alpinus	normal	liver	juvenile	2	female	15 day	normoxia	not available	run_F17	proteomic profiling by mass spectrometry	17	TMT131N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F17.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_10	salvelinus alpinus	normal	liver	juvenile	2	female	15 day	normoxia	not available	run_F18	proteomic profiling by mass spectrometry	18	TMT131N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F18.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_10	salvelinus alpinus	normal	liver	juvenile	2	female	15 day	normoxia	not available	run_F19	proteomic profiling by mass spectrometry	19	TMT131N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F19.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_10	salvelinus alpinus	normal	liver	juvenile	2	female	15 day	normoxia	not available	run_F20	proteomic profiling by mass spectrometry	20	TMT131N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F20.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_11	salvelinus alpinus	normal	liver	juvenile	3	female	15 day	normoxia	not available	run_F1	proteomic profiling by mass spectrometry	1	TMT131C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F01.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_11	salvelinus alpinus	normal	liver	juvenile	3	female	15 day	normoxia	not available	run_F2	proteomic profiling by mass spectrometry	2	TMT131C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F02.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_11	salvelinus alpinus	normal	liver	juvenile	3	female	15 day	normoxia	not available	run_F3	proteomic profiling by mass spectrometry	3	TMT131C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F03.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_11	salvelinus alpinus	normal	liver	juvenile	3	female	15 day	normoxia	not available	run_F4	proteomic profiling by mass spectrometry	4	TMT131C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F04.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_11	salvelinus alpinus	normal	liver	juvenile	3	female	15 day	normoxia	not available	run_F5	proteomic profiling by mass spectrometry	5	TMT131C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F05.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_11	salvelinus alpinus	normal	liver	juvenile	3	female	15 day	normoxia	not available	run_F6	proteomic profiling by mass spectrometry	6	TMT131C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F06.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_11	salvelinus alpinus	normal	liver	juvenile	3	female	15 day	normoxia	not available	run_F7	proteomic profiling by mass spectrometry	7	TMT131C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F07.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_11	salvelinus alpinus	normal	liver	juvenile	3	female	15 day	normoxia	not available	run_F8	proteomic profiling by mass spectrometry	8	TMT131C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F08.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_11	salvelinus alpinus	normal	liver	juvenile	3	female	15 day	normoxia	not available	run_F9	proteomic profiling by mass spectrometry	9	TMT131C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F09.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_11	salvelinus alpinus	normal	liver	juvenile	3	female	15 day	normoxia	not available	run_F10	proteomic profiling by mass spectrometry	10	TMT131C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F10.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_11	salvelinus alpinus	normal	liver	juvenile	3	female	15 day	normoxia	not available	run_F11	proteomic profiling by mass spectrometry	11	TMT131C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F11.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_11	salvelinus alpinus	normal	liver	juvenile	3	female	15 day	normoxia	not available	run_F12	proteomic profiling by mass spectrometry	12	TMT131C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F12.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_11	salvelinus alpinus	normal	liver	juvenile	3	female	15 day	normoxia	not available	run_F13	proteomic profiling by mass spectrometry	13	TMT131C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F13.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_11	salvelinus alpinus	normal	liver	juvenile	3	female	15 day	normoxia	not available	run_F14	proteomic profiling by mass spectrometry	14	TMT131C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F14.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_11	salvelinus alpinus	normal	liver	juvenile	3	female	15 day	normoxia	not available	run_F15	proteomic profiling by mass spectrometry	15	TMT131C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F15.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_11	salvelinus alpinus	normal	liver	juvenile	3	female	15 day	normoxia	not available	run_F16	proteomic profiling by mass spectrometry	16	TMT131C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F16.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_11	salvelinus alpinus	normal	liver	juvenile	3	female	15 day	normoxia	not available	run_F17	proteomic profiling by mass spectrometry	17	TMT131C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F17.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_11	salvelinus alpinus	normal	liver	juvenile	3	female	15 day	normoxia	not available	run_F18	proteomic profiling by mass spectrometry	18	TMT131C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F18.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_11	salvelinus alpinus	normal	liver	juvenile	3	female	15 day	normoxia	not available	run_F19	proteomic profiling by mass spectrometry	19	TMT131C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F19.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_11	salvelinus alpinus	normal	liver	juvenile	3	female	15 day	normoxia	not available	run_F20	proteomic profiling by mass spectrometry	20	TMT131C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F20.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_12	salvelinus alpinus	normal	liver	juvenile	4	female	15 day	normoxia	not available	run_F1	proteomic profiling by mass spectrometry	1	TMT132N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F01.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_12	salvelinus alpinus	normal	liver	juvenile	4	female	15 day	normoxia	not available	run_F2	proteomic profiling by mass spectrometry	2	TMT132N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F02.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_12	salvelinus alpinus	normal	liver	juvenile	4	female	15 day	normoxia	not available	run_F3	proteomic profiling by mass spectrometry	3	TMT132N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F03.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_12	salvelinus alpinus	normal	liver	juvenile	4	female	15 day	normoxia	not available	run_F4	proteomic profiling by mass spectrometry	4	TMT132N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F04.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_12	salvelinus alpinus	normal	liver	juvenile	4	female	15 day	normoxia	not available	run_F5	proteomic profiling by mass spectrometry	5	TMT132N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F05.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_12	salvelinus alpinus	normal	liver	juvenile	4	female	15 day	normoxia	not available	run_F6	proteomic profiling by mass spectrometry	6	TMT132N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F06.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_12	salvelinus alpinus	normal	liver	juvenile	4	female	15 day	normoxia	not available	run_F7	proteomic profiling by mass spectrometry	7	TMT132N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F07.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_12	salvelinus alpinus	normal	liver	juvenile	4	female	15 day	normoxia	not available	run_F8	proteomic profiling by mass spectrometry	8	TMT132N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F08.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_12	salvelinus alpinus	normal	liver	juvenile	4	female	15 day	normoxia	not available	run_F9	proteomic profiling by mass spectrometry	9	TMT132N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F09.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_12	salvelinus alpinus	normal	liver	juvenile	4	female	15 day	normoxia	not available	run_F10	proteomic profiling by mass spectrometry	10	TMT132N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F10.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_12	salvelinus alpinus	normal	liver	juvenile	4	female	15 day	normoxia	not available	run_F11	proteomic profiling by mass spectrometry	11	TMT132N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F11.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_12	salvelinus alpinus	normal	liver	juvenile	4	female	15 day	normoxia	not available	run_F12	proteomic profiling by mass spectrometry	12	TMT132N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F12.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_12	salvelinus alpinus	normal	liver	juvenile	4	female	15 day	normoxia	not available	run_F13	proteomic profiling by mass spectrometry	13	TMT132N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F13.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_12	salvelinus alpinus	normal	liver	juvenile	4	female	15 day	normoxia	not available	run_F14	proteomic profiling by mass spectrometry	14	TMT132N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F14.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_12	salvelinus alpinus	normal	liver	juvenile	4	female	15 day	normoxia	not available	run_F15	proteomic profiling by mass spectrometry	15	TMT132N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F15.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_12	salvelinus alpinus	normal	liver	juvenile	4	female	15 day	normoxia	not available	run_F16	proteomic profiling by mass spectrometry	16	TMT132N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F16.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_12	salvelinus alpinus	normal	liver	juvenile	4	female	15 day	normoxia	not available	run_F17	proteomic profiling by mass spectrometry	17	TMT132N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F17.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_12	salvelinus alpinus	normal	liver	juvenile	4	female	15 day	normoxia	not available	run_F18	proteomic profiling by mass spectrometry	18	TMT132N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F18.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_12	salvelinus alpinus	normal	liver	juvenile	4	female	15 day	normoxia	not available	run_F19	proteomic profiling by mass spectrometry	19	TMT132N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F19.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_12	salvelinus alpinus	normal	liver	juvenile	4	female	15 day	normoxia	not available	run_F20	proteomic profiling by mass spectrometry	20	TMT132N	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F20.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_13	salvelinus alpinus	normal	liver	juvenile	1	female	15 day	cyclic hypoxia	not available	run_F1	proteomic profiling by mass spectrometry	1	TMT132C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F01.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_13	salvelinus alpinus	normal	liver	juvenile	1	female	15 day	cyclic hypoxia	not available	run_F2	proteomic profiling by mass spectrometry	2	TMT132C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F02.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_13	salvelinus alpinus	normal	liver	juvenile	1	female	15 day	cyclic hypoxia	not available	run_F3	proteomic profiling by mass spectrometry	3	TMT132C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F03.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_13	salvelinus alpinus	normal	liver	juvenile	1	female	15 day	cyclic hypoxia	not available	run_F4	proteomic profiling by mass spectrometry	4	TMT132C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F04.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_13	salvelinus alpinus	normal	liver	juvenile	1	female	15 day	cyclic hypoxia	not available	run_F5	proteomic profiling by mass spectrometry	5	TMT132C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F05.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_13	salvelinus alpinus	normal	liver	juvenile	1	female	15 day	cyclic hypoxia	not available	run_F6	proteomic profiling by mass spectrometry	6	TMT132C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F06.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_13	salvelinus alpinus	normal	liver	juvenile	1	female	15 day	cyclic hypoxia	not available	run_F7	proteomic profiling by mass spectrometry	7	TMT132C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F07.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_13	salvelinus alpinus	normal	liver	juvenile	1	female	15 day	cyclic hypoxia	not available	run_F8	proteomic profiling by mass spectrometry	8	TMT132C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F08.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_13	salvelinus alpinus	normal	liver	juvenile	1	female	15 day	cyclic hypoxia	not available	run_F9	proteomic profiling by mass spectrometry	9	TMT132C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F09.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_13	salvelinus alpinus	normal	liver	juvenile	1	female	15 day	cyclic hypoxia	not available	run_F10	proteomic profiling by mass spectrometry	10	TMT132C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F10.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_13	salvelinus alpinus	normal	liver	juvenile	1	female	15 day	cyclic hypoxia	not available	run_F11	proteomic profiling by mass spectrometry	11	TMT132C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F11.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
sample_13	salvelinus alpinus	normal	liver	juvenile	1	female	15 day	cyclic hypoxia	not available	run_F12	proteomic profiling by mass spectrometry	12	TMT132C	NT=data-dependent acquisition;AC=PRIDE:0000627	Orbitrap Fusion Lumos	NT=Trypsin;AC=MS:1001251	NT=TMTpro;MT=fixed;TA=N-term;AC=UNIMOD:2016	ProjectCyclicHypoxia_ArcticChar_F12.raw	1	v1.1.0	NT=ms-proteomics;VV=v1.1.0
